-1575297	-439033
-1575397	-439038
-1575497	-439043
-1575596	-439047
-1575696	-439052
-1575796	-439057
-1575896	-439062
-1575996	-439066
-1576096	-439070
-1576196	-439073
-1576296	-439075
-1576396	-439076
-1576496	-439078
-1576596	-439080
-1576696	-439081
-1576796	-439083
-1576896	-439084
-1576996	-439085
-1577096	-439086
-1577196	-439086
-1577296	-439086
-1577396	-439085
-1577496	-439084
-1577596	-439083
-1577696	-439082
-1577796	-439081
-1577896	-439080
-1577996	-439079
-1578096	-439078
-1578196	-439076
-1578296	-439073
-1578396	-439071
-1578496	-439068
-1578596	-439066
-1578696	-439063
-1578796	-439059
-1578896	-439056
-1578996	-439052
-1579096	-439049
-1579195	-439044
-1579295	-439040
-1579395	-439035
-1579495	-439030
-1579595	-439025
-1579695	-439020
-1579795	-439014
-1579895	-439008
-1579994	-439002
-1580094	-438995
-1580194	-438988
-1580294	-438980
-1580393	-438972
-1580493	-438963
-1580592	-438955
-1580692	-438945
-1580792	-438936
-1580891	-438926
-1580991	-438916
-1581090	-438906
-1581190	-438896
-1581289	-438886
-1581388	-438875
-1581488	-438865
-1581587	-438854
-1581687	-438843
-1581786	-438832
-1581885	-438821
-1581985	-438811
-1582084	-438800
-1582184	-438790
-1582283	-438779
-1582383	-438768
-1582482	-438757
-1582581	-438746
-1582681	-438734
-1582780	-438723
-1582879	-438711
-1582978	-438698
-1583077	-438685
-1583177	-438672
-1583276	-438658
-1583374	-438643
-1583474	-438630
-1583573	-438616
-1583672	-438602
-1583771	-438588
-1583870	-438574
-1583968	-438559
-1584067	-438542
-1584165	-438525
-1584264	-438508
-1584362	-438491
-1584461	-438473
-1584559	-438455
-1584657	-438436
-1584756	-438417
-1584854	-438398
-1584952	-438378
-1585050	-438358
-1585148	-438338
-1585246	-438319
-1585344	-438299
-1585442	-438280
-1585540	-438260
-1585638	-438241
-1585736	-438221
-1585834	-438201
-1585932	-438181
-1586030	-438161
-1586128	-438141
-1586226	-438120
-1586324	-438099
-1586421	-438078
-1586519	-438057
-1586617	-438036
-1586715	-438015
-1586812	-437994
-1586910	-437973
-1587008	-437952
-1587106	-437931
-1587203	-437909
-1587301	-437888
-1587398	-437866
-1587496	-437843
-1587593	-437821
-1587691	-437798
