Easting,Northing,surf,bed,hice,dist
-1483189,-394433,838.2875366210938,-1202.649,2047.9425,37.0
-1483275,-394484,840.7713623046875,-1202.649,2047.9425,37.1
-1483362,-394535,840.7713623046875,-1189.1736,2032.5028,37.2
-1483451,-394581,843.6079711914062,-1189.1736,2032.5028,37.3
-1483540,-394626,842.9840698242188,-1171.5038,2021.0205,37.4
-1483628,-394674,846.0227661132812,-1171.5038,2021.0205,37.5
-1483714,-394723,846.0227661132812,-1171.5038,2021.0205,37.6
-1483800,-394774,846.0227661132812,-1171.5038,2021.0205,37.7
-1483883,-394832,848.813720703125,-1171.5038,2021.0205,37.8
-1483965,-394887,848.813720703125,-1171.5038,2021.0205,37.9
-1484048,-394944,852.6770629882812,-1143.9644,2002.1345,38.0
-1484131,-394999,852.6770629882812,-1143.9644,2002.1345,38.1
-1484215,-395053,855.9971313476562,-1129.6877,1986.2935,38.2
-1484300,-395107,855.9971313476562,-1129.6877,1986.2935,38.3
-1484386,-395158,855.9971313476562,-1129.6877,1986.2935,38.4
-1484471,-395211,859.0439453125,-1129.6877,1986.2935,38.5
-1484555,-395266,859.0439453125,-1096.0652,1961.8038,38.6
-1484638,-395321,862.5838623046875,-1096.0652,1961.8038,38.7
-1484725,-395369,862.5838623046875,-1096.0652,1961.8038,38.8
-1484813,-395418,864.8444213867188,-1096.0652,1961.8038,38.9
-1484901,-395465,864.8444213867188,-1096.0652,1961.8038,39.0
-1484990,-395512,864.8444213867188,-1085.4594,1949.3743,39.1
-1485078,-395557,868.3353881835938,-1053.4373,1924.8656,39.2
-1485168,-395602,867.2161865234375,-1053.4373,1924.8656,39.3
-1485257,-395648,869.5367431640625,-1053.4373,1924.8656,39.4
-1485346,-395694,869.5367431640625,-1053.4373,1924.8656,39.5
-1485434,-395741,871.5992431640625,-1053.4373,1924.8656,39.6
-1485522,-395789,871.5992431640625,-1016.979,1893.8007,39.7
-1485610,-395837,871.2656860351562,-1016.979,1893.8007,39.8
-1485698,-395884,871.2656860351562,-1016.979,1893.8007,39.9
-1485787,-395930,871.2656860351562,-1016.979,1893.8007,40.0
-1485877,-395973,871.6593627929688,-1016.979,1893.8007,40.1
-1485967,-396017,869.9353637695312,-1024.7542,1898.3107,40.2
-1486057,-396061,869.3223266601562,-999.0482,1873.0936,40.3
-1486146,-396105,869.3223266601562,-999.0482,1873.0936,40.4
-1486236,-396149,868.2642211914062,-999.0482,1873.0936,40.5
-1486326,-396193,868.2642211914062,-999.0482,1873.0936,40.6
-1486416,-396236,864.9083251953125,-999.0482,1873.0936,40.7
-1486507,-396278,864.9083251953125,-976.9351,1848.0898,40.8
-1486597,-396321,864.9083251953125,-976.9351,1848.0898,40.9
-1486688,-396364,862.3771362304688,-976.9351,1848.0898,41.0
-1486777,-396408,861.310791015625,-976.9351,1848.0898,41.1
-1486867,-396452,858.76025390625,-976.9351,1848.0898,41.2
-1486958,-396495,858.76025390625,-976.9351,1848.0898,41.3
-1487048,-396538,855.3776245117188,-990.2644,1853.326,41.4
